id_ordem,mes,produto,maquina,turno,quantidade_pecas,tempo_setup_min,horas_maquina_previstas,prioridade,materia_prima_ok,operadores_alocados,taxa_refugo_pct,paradas_manutencao_mes,dias_ate_prazo,status_prazo
OP-00228,7,Suporte,Mandrilhadora-A,Noite,4568,74.0,123.27,Alta,Sim,1,6.88,3,14,Atrasado
OP-00229,7,Engrenagem,Torno-03,Noite,2689,17.0,36.25,Média,Sim,1,1.32,0,31,Adiantado
OP-00230,3,Flange,Torno-03,Manhã,218,134.0,8.35,Média,Sim,5,1.78,5,23,Adiantado
OP-00231,6,Flange,CNC-01,Manhã,4376,28.0,48.08,Urgente,Não,2,4.09,3,45,Atrasado
OP-00232,11,Suporte,Fresadora-01,Noite,2675,71.0,70.99,Média,Não,1,7.7,1,3,Atrasado
OP-00233,1,Engrenagem,Torno-03,Tarde,267,144.0,8.08,Baixa,Não,6,5.78,3,29,Atrasado
OP-00234,10,Engrenagem,CNC-02,Noite,373,139.0,13.43,Média,Sim,5,1.34,2,44,Adiantado
OP-00235,6,Suporte,Fresadora-01,Manhã,3630,121.0,86.13,Urgente,Sim,2,7.66,2,25,No_Prazo
OP-00236,9,Suporte,CNC-01,Manhã,4623,130.0,128.11,Baixa,Sim,5,6.24,1,8,Atrasado
OP-00237,8,Carcaça,Torno-03,Manhã,3502,122.0,117.3,Urgente,Sim,3,6.02,2,5,No_Prazo
OP-00238,6,Eixo,Mandrilhadora-A,Tarde,2235,121.0,104.88,Urgente,Sim,1,4.64,0,21,No_Prazo
OP-00239,4,Carcaça,Torno-03,Noite,1569,73.0,57.86,Média,Sim,2,3.45,1,35,Adiantado
OP-00240,8,Eixo,CNC-01,Noite,2121,20.0,42.8,Média,Sim,5,1.32,2,31,Adiantado
OP-00241,2,Suporte,CNC-02,Manhã,1647,88.0,72.29,Baixa,Sim,5,5.15,4,7,No_Prazo
OP-00242,8,Engrenagem,CNC-01,Tarde,1401,23.0,17.1,Baixa,Sim,3,1.46,5,30,Adiantado
OP-00243,2,Carcaça,Torno-03,Manhã,685,92.0,14.31,Média,Sim,6,4.92,5,42,Adiantado
OP-00244,8,Eixo,CNC-02,Manhã,2865,92.0,41.04,Alta,Não,4,4.55,2,31,Atrasado
OP-00245,8,Carcaça,CNC-01,Manhã,1131,44.0,31.53,Urgente,Sim,1,4.97,2,14,Adiantado
OP-00246,2,Eixo,Fresadora-01,Tarde,767,144.0,27.21,Baixa,Sim,6,6.7,1,3,No_Prazo
OP-00247,10,Suporte,CNC-01,Tarde,1415,131.0,44.2,Média,Não,1,3.58,3,27,Atrasado
OP-00248,5,Flange,CNC-02,Manhã,4004,107.0,169.97,Média,Sim,6,3.77,5,34,No_Prazo
OP-00249,10,Engrenagem,Mandrilhadora-A,Tarde,2886,168.0,94.37,Média,Não,1,0.95,1,40,Atrasado
OP-00250,1,Engrenagem,CNC-01,Noite,2481,62.0,47.9,Média,Sim,3,2.66,4,35,No_Prazo
OP-00251,3,Suporte,CNC-02,Manhã,2980,58.0,93.74,Urgente,Não,1,1.11,1,23,Atrasado
OP-00252,6,Engrenagem,CNC-02,Manhã,2853,45.0,112.46,Média,Sim,5,1.56,2,26,Adiantado
OP-00253,3,Eixo,Torno-03,Tarde,2513,105.0,75.69,Baixa,Sim,2,3.7,3,11,Atrasado
OP-00254,4,Flange,CNC-02,Noite,4211,49.0,116.56,Alta,Sim,4,3.55,4,34,No_Prazo
OP-00255,8,Eixo,Mandrilhadora-A,Noite,3665,158.0,114.22,Baixa,Sim,2,7.52,5,31,Atrasado
OP-00256,2,Engrenagem,CNC-01,Manhã,966,65.0,30.84,Urgente,Sim,5,1.39,3,3,No_Prazo
OP-00257,9,Suporte,Mandrilhadora-A,Tarde,4094,96.0,91.8,Urgente,Sim,3,1.62,3,16,No_Prazo
OP-00258,2,Suporte,Torno-03,Noite,917,102.0,40.5,Baixa,Não,2,6.13,5,10,Atrasado
OP-00259,3,Suporte,CNC-01,Manhã,436,66.0,7.98,Média,Sim,1,0.67,3,44,Adiantado
OP-00260,8,Carcaça,CNC-01,Tarde,2132,137.0,24.12,Alta,Sim,3,5.38,0,6,No_Prazo
OP-00261,10,Engrenagem,CNC-01,Noite,1994,129.0,79.08,Média,Sim,5,6.11,0,25,No_Prazo
OP-00262,3,Flange,CNC-02,Manhã,3941,141.0,172.19,Média,Sim,1,5.22,3,16,Atrasado
OP-00263,4,Eixo,CNC-02,Tarde,3491,115.0,124.66,Urgente,Sim,4,2.66,0,42,Adiantado
OP-00264,12,Carcaça,Fresadora-01,Noite,339,91.0,9.75,Média,Sim,6,1.28,4,11,No_Prazo
OP-00265,12,Flange,CNC-02,Manhã,2518,89.0,123.4,Média,Sim,6,7.96,4,43,Adiantado
OP-00266,7,Engrenagem,Fresadora-01,Tarde,3986,133.0,98.97,Baixa,Sim,6,6.95,5,11,Atrasado
OP-00267,6,Suporte,CNC-02,Tarde,3679,77.0,96.52,Média,Sim,6,5.98,0,4,No_Prazo
OP-00268,5,Engrenagem,CNC-02,Noite,2528,87.0,85.05,Alta,Sim,2,1.9,3,21,No_Prazo
OP-00269,8,Eixo,CNC-02,Noite,3098,42.0,84.32,Alta,Sim,1,3.73,5,24,Atrasado
OP-00270,8,Suporte,CNC-02,Noite,2830,127.0,91.16,Alta,Não,4,5.82,0,29,Atrasado
OP-00271,4,Flange,Mandrilhadora-A,Manhã,1195,28.0,58.15,Baixa,Não,5,1.26,4,25,Atrasado
OP-00272,1,Suporte,CNC-02,Noite,2843,178.0,55.44,Alta,Sim,3,7.68,5,26,Atrasado
OP-00273,2,Flange,CNC-02,Noite,3391,39.0,54.06,Média,Não,2,7.66,0,16,Atrasado
OP-00274,12,Carcaça,Mandrilhadora-A,Tarde,328,78.0,8.84,Média,Sim,1,1.63,2,38,Adiantado
OP-00275,6,Flange,Fresadora-01,Tarde,3491,54.0,105.29,Média,Sim,4,1.98,0,26,Adiantado
OP-00276,6,Engrenagem,CNC-01,Manhã,1286,63.0,49.55,Média,Não,1,3.23,2,19,Atrasado
OP-00277,6,Engrenagem,Mandrilhadora-A,Noite,88,68.0,4.24,Média,Sim,5,3.88,5,6,No_Prazo
OP-00278,10,Suporte,CNC-01,Manhã,3788,134.0,142.23,Média,Sim,5,3.81,1,20,No_Prazo
OP-00279,1,Engrenagem,CNC-01,Manhã,1979,44.0,97.93,Média,Sim,5,5.66,4,21,No_Prazo
OP-00280,1,Eixo,Torno-03,Noite,2090,59.0,41.49,Média,Sim,2,4.03,4,3,No_Prazo
OP-00281,4,Engrenagem,Fresadora-01,Noite,3140,32.0,57.64,Alta,Sim,1,1.88,0,37,Adiantado
OP-00282,6,Eixo,CNC-01,Noite,2824,70.0,62.87,Média,Sim,4,2.46,3,35,No_Prazo
OP-00283,9,Flange,Fresadora-01,Tarde,3121,170.0,129.47,Alta,Sim,5,3.58,1,13,No_Prazo
OP-00284,6,Engrenagem,CNC-01,Manhã,4727,78.0,82.54,Baixa,Sim,6,4.39,5,28,No_Prazo
OP-00285,6,Flange,Fresadora-01,Tarde,3273,143.0,58.42,Baixa,Sim,1,7.42,4,8,Atrasado
OP-00286,12,Carcaça,CNC-01,Manhã,279,91.0,7.38,Baixa,Sim,1,1.22,3,8,No_Prazo
OP-00287,2,Engrenagem,Torno-03,Noite,1150,89.0,26.11,Baixa,Sim,1,6.53,3,31,No_Prazo
OP-00288,7,Engrenagem,Fresadora-01,Tarde,2275,151.0,81.58,Média,Sim,4,2.83,1,11,No_Prazo
OP-00289,7,Eixo,CNC-02,Tarde,2388,19.0,108.91,Média,Sim,1,5.95,3,42,Adiantado
OP-00290,6,Carcaça,Fresadora-01,Manhã,1838,158.0,28.57,Baixa,Sim,6,2.44,4,10,No_Prazo
OP-00291,10,Flange,Fresadora-01,Tarde,962,95.0,30.66,Média,Sim,3,3.39,5,30,Adiantado
OP-00292,4,Suporte,Fresadora-01,Noite,576,73.0,7.8,Média,Sim,5,3.82,0,20,Adiantado
OP-00293,12,Engrenagem,CNC-02,Tarde,767,165.0,14.47,Alta,Não,2,6.13,5,6,Atrasado
OP-00294,4,Suporte,Fresadora-01,Manhã,4756,71.0,106.36,Média,Sim,2,1.75,1,4,Atrasado
OP-00295,7,Engrenagem,Fresadora-01,Manhã,2008,176.0,66.59,Urgente,Sim,1,3.1,5,8,No_Prazo
OP-00296,7,Suporte,CNC-02,Manhã,4809,169.0,154.83,Baixa,Não,2,4.46,5,36,Atrasado
OP-00297,11,Engrenagem,Fresadora-01,Manhã,1707,59.0,60.98,Média,Sim,5,5.43,4,45,Adiantado
OP-00298,6,Carcaça,Mandrilhadora-A,Noite,1591,71.0,68.03,Média,Sim,5,1.07,5,16,No_Prazo
OP-00299,4,Eixo,Mandrilhadora-A,Tarde,2473,149.0,43.25,Alta,Sim,5,1.21,3,14,No_Prazo
OP-00300,1,Engrenagem,Fresadora-01,Manhã,4736,47.0,188.19,Baixa,Sim,1,5.89,4,42,No_Prazo
OP-00301,5,Eixo,Fresadora-01,Noite,2837,136.0,104.06,Urgente,Sim,2,3.25,5,20,Atrasado
OP-00302,10,Engrenagem,Mandrilhadora-A,Manhã,224,36.0,2.95,Alta,Sim,4,1.74,1,14,Adiantado
OP-00303,1,Engrenagem,CNC-02,Manhã,1394,49.0,33.16,Média,Sim,6,2.47,4,26,Adiantado
OP-00304,11,Flange,Fresadora-01,Tarde,4905,98.0,54.48,Média,Sim,2,4.99,4,18,Atrasado
OP-00305,7,Eixo,CNC-01,Manhã,815,138.0,11.09,Média,Sim,2,7.65,2,15,No_Prazo
OP-00306,2,Eixo,CNC-02,Tarde,4187,137.0,89.4,Baixa,Sim,6,5.99,3,42,No_Prazo
OP-00307,4,Carcaça,Mandrilhadora-A,Noite,4646,115.0,91.64,Urgente,Não,3,6.48,3,34,Atrasado
OP-00308,7,Engrenagem,CNC-02,Noite,1110,60.0,51.07,Alta,Não,3,5.06,2,10,Atrasado
OP-00309,4,Eixo,Mandrilhadora-A,Manhã,2816,84.0,128.84,Baixa,Sim,3,3.28,3,28,No_Prazo
OP-00310,2,Engrenagem,Torno-03,Tarde,3017,56.0,99.91,Baixa,Sim,3,7.72,2,39,No_Prazo
OP-00311,8,Flange,CNC-02,Manhã,3979,61.0,156.78,Média,Sim,3,1.11,2,23,No_Prazo
OP-00312,9,Eixo,CNC-01,Tarde,4001,68.0,199.99,Alta,Não,5,6.56,2,9,Atrasado
OP-00313,2,Engrenagem,Torno-03,Manhã,347,114.0,9.16,Média,Não,5,2.44,2,23,No_Prazo
OP-00314,4,Engrenagem,Torno-03,Tarde,1630,49.0,50.36,Alta,Sim,1,5.06,1,24,Adiantado
OP-00315,3,Carcaça,Torno-03,Manhã,4703,22.0,169.52,Baixa,Sim,1,7.87,0,11,Atrasado
OP-00316,8,Engrenagem,CNC-01,Noite,1801,129.0,84.33,Urgente,Sim,4,6.82,3,40,Adiantado
OP-00317,9,Suporte,CNC-02,Noite,1267,19.0,53.06,Baixa,Não,6,6.88,2,4,Atrasado
OP-00318,9,Carcaça,CNC-01,Manhã,3163,175.0,39.78,Média,Sim,6,6.67,0,9,No_Prazo
OP-00319,12,Flange,CNC-02,Noite,1016,73.0,39.13,Urgente,Sim,6,3.9,3,7,No_Prazo
OP-00320,10,Eixo,Mandrilhadora-A,Manhã,778,16.0,15.62,Alta,Sim,4,3.45,5,4,No_Prazo
OP-00321,4,Suporte,CNC-01,Tarde,3999,161.0,80.76,Média,Sim,2,4.39,1,15,Atrasado
OP-00322,2,Carcaça,Fresadora-01,Manhã,635,114.0,20.25,Alta,Não,1,2.64,5,13,Atrasado
OP-00323,8,Engrenagem,CNC-01,Manhã,4461,150.0,168.86,Baixa,Sim,5,4.09,3,37,No_Prazo
OP-00324,11,Carcaça,Torno-03,Tarde,1286,87.0,21.05,Baixa,Sim,6,1.45,2,14,Adiantado
OP-00325,12,Carcaça,Mandrilhadora-A,Tarde,578,73.0,13.05,Baixa,Sim,3,7.19,5,13,No_Prazo
OP-00326,3,Engrenagem,CNC-02,Tarde,3719,123.0,143.72,Média,Sim,1,6.02,5,20,Atrasado
OP-00327,3,Engrenagem,CNC-01,Tarde,923,82.0,14.84,Alta,Sim,5,0.97,5,6,No_Prazo
OP-00328,1,Suporte,Torno-03,Manhã,1864,107.0,81.99,Média,Sim,3,5.45,4,34,Adiantado
OP-00329,2,Engrenagem,CNC-02,Manhã,1788,61.0,50.5,Média,Sim,4,6.19,3,38,Adiantado
OP-00330,7,Suporte,Mandrilhadora-A,Tarde,2561,70.0,85.64,Alta,Sim,2,6.96,5,5,Atrasado
OP-00331,7,Engrenagem,Mandrilhadora-A,Tarde,2393,29.0,31.63,Média,Sim,3,2.97,5,30,Adiantado
OP-00332,5,Suporte,Fresadora-01,Manhã,1017,144.0,49.0,Baixa,Não,5,5.23,5,27,Atrasado
OP-00333,4,Eixo,Fresadora-01,Manhã,1211,73.0,56.07,Média,Sim,6,2.57,4,44,Adiantado
OP-00334,10,Engrenagem,Fresadora-01,Tarde,1010,176.0,17.78,Alta,Sim,2,6.87,2,34,No_Prazo
OP-00335,6,Engrenagem,Fresadora-01,Tarde,324,58.0,11.83,Média,Não,5,7.06,5,41,No_Prazo
OP-00336,10,Engrenagem,Torno-03,Noite,3269,93.0,136.4,Urgente,Sim,2,1.07,4,37,No_Prazo
OP-00337,12,Flange,Mandrilhadora-A,Tarde,2380,65.0,35.41,Alta,Sim,5,2.64,5,29,Adiantado
OP-00338,4,Engrenagem,CNC-02,Tarde,586,129.0,19.4,Alta,Não,3,1.27,0,44,No_Prazo
OP-00339,3,Carcaça,CNC-01,Tarde,1690,148.0,74.39,Alta,Sim,5,3.49,0,29,Adiantado
OP-00340,12,Suporte,Fresadora-01,Manhã,3355,95.0,101.55,Média,Sim,2,0.54,5,38,No_Prazo
OP-00341,8,Eixo,Fresadora-01,Manhã,1461,76.0,68.6,Urgente,Sim,1,6.37,3,22,No_Prazo
OP-00342,4,Carcaça,Mandrilhadora-A,Manhã,2033,138.0,24.22,Média,Sim,5,3.74,3,7,No_Prazo
OP-00343,8,Suporte,CNC-02,Noite,3731,47.0,174.49,Média,Sim,1,4.51,4,31,No_Prazo
OP-00344,7,Suporte,Torno-03,Manhã,3372,114.0,165.53,Baixa,Sim,4,6.07,4,10,No_Prazo
OP-00345,11,Engrenagem,Torno-03,Tarde,3518,136.0,57.12,Alta,Sim,1,5.84,0,24,No_Prazo
OP-00346,4,Suporte,CNC-02,Tarde,1939,59.0,52.81,Média,Sim,4,2.86,1,33,Adiantado
OP-00347,12,Flange,Fresadora-01,Manhã,2445,123.0,85.16,Alta,Sim,1,6.37,3,40,Adiantado
OP-00348,12,Carcaça,Torno-03,Noite,4237,136.0,193.76,Urgente,Sim,1,5.31,0,12,No_Prazo
OP-00349,3,Flange,Fresadora-01,Tarde,4367,34.0,71.54,Média,Não,6,2.14,5,41,Atrasado
OP-00350,2,Suporte,Torno-03,Manhã,325,68.0,7.59,Média,Sim,6,0.72,0,13,Adiantado
OP-00351,7,Eixo,CNC-02,Noite,4198,82.0,175.97,Baixa,Sim,3,6.17,2,36,No_Prazo
OP-00352,1,Engrenagem,Mandrilhadora-A,Tarde,4471,143.0,118.04,Média,Sim,3,1.74,0,39,No_Prazo
OP-00353,4,Engrenagem,Torno-03,Manhã,4715,109.0,161.24,Alta,Sim,5,1.34,0,31,No_Prazo
OP-00354,6,Carcaça,Fresadora-01,Tarde,1379,89.0,44.68,Média,Sim,3,3.65,2,22,Adiantado
OP-00355,12,Suporte,Torno-03,Tarde,2531,68.0,123.83,Média,Sim,1,7.41,4,28,No_Prazo
OP-00356,12,Eixo,CNC-02,Manhã,260,16.0,4.07,Média,Sim,2,5.89,1,20,Adiantado
OP-00357,2,Suporte,Mandrilhadora-A,Noite,593,18.0,28.43,Média,Sim,4,6.49,2,7,No_Prazo
OP-00358,11,Engrenagem,CNC-02,Tarde,2833,55.0,92.26,Baixa,Sim,6,2.52,5,23,No_Prazo
OP-00359,2,Engrenagem,Mandrilhadora-A,Tarde,1069,34.0,49.35,Média,Sim,4,6.76,2,3,No_Prazo
OP-00360,9,Flange,Torno-03,Manhã,1160,35.0,17.07,Alta,Sim,4,3.62,5,14,No_Prazo
OP-00361,11,Suporte,CNC-01,Manhã,1519,114.0,54.17,Média,Sim,5,7.85,5,45,Adiantado
OP-00362,11,Carcaça,CNC-01,Tarde,2323,115.0,101.29,Baixa,Não,1,4.77,3,6,Atrasado
OP-00363,3,Suporte,Mandrilhadora-A,Tarde,807,22.0,33.47,Média,Não,4,5.05,3,5,Atrasado
OP-00364,11,Eixo,Torno-03,Tarde,4021,113.0,41.81,Alta,Não,2,7.36,5,45,Atrasado
OP-00365,2,Carcaça,CNC-02,Noite,3356,39.0,94.26,Alta,Não,3,7.61,4,34,Atrasado
OP-00366,7,Flange,Mandrilhadora-A,Manhã,3968,77.0,57.99,Média,Sim,3,0.63,3,15,No_Prazo
OP-00367,6,Carcaça,Fresadora-01,Tarde,4634,178.0,74.67,Média,Sim,5,2.24,5,7,Atrasado
OP-00368,4,Engrenagem,Fresadora-01,Noite,3021,101.0,115.56,Alta,Sim,2,5.11,5,25,No_Prazo
OP-00369,1,Engrenagem,Fresadora-01,Noite,1840,21.0,88.8,Alta,Não,6,0.53,1,43,Adiantado
OP-00370,10,Engrenagem,CNC-01,Noite,4890,72.0,172.93,Alta,Sim,4,2.88,4,5,Atrasado
OP-00371,5,Carcaça,CNC-01,Noite,2850,126.0,40.17,Alta,Sim,3,1.97,1,45,Adiantado
OP-00372,8,Engrenagem,Fresadora-01,Manhã,2345,52.0,46.34,Baixa,Não,2,4.43,4,9,Atrasado
OP-00373,5,Carcaça,CNC-01,Tarde,2109,174.0,53.05,Média,Sim,1,4.98,0,44,No_Prazo
OP-00374,5,Suporte,Fresadora-01,Noite,244,85.0,3.66,Alta,Sim,3,1.92,1,7,Adiantado
OP-00375,11,Engrenagem,CNC-01,Tarde,4781,18.0,209.98,Baixa,Sim,1,4.52,4,14,Atrasado
OP-00376,2,Carcaça,CNC-02,Manhã,4106,104.0,73.01,Média,Sim,5,3.48,4,5,Atrasado
OP-00377,9,Engrenagem,Fresadora-01,Noite,3512,127.0,53.32,Alta,Sim,5,7.93,2,22,No_Prazo
OP-00378,9,Engrenagem,Fresadora-01,Manhã,1145,90.0,44.69,Urgente,Não,4,0.99,4,30,Atrasado
OP-00379,5,Flange,Fresadora-01,Manhã,4644,168.0,70.0,Baixa,Sim,6,6.81,2,8,Atrasado
OP-00380,4,Eixo,Fresadora-01,Manhã,922,164.0,24.35,Alta,Não,1,8.0,0,3,Atrasado
OP-00381,1,Eixo,CNC-01,Tarde,1245,38.0,38.12,Média,Sim,6,4.56,4,8,No_Prazo
OP-00382,12,Engrenagem,Mandrilhadora-A,Tarde,396,28.0,5.23,Alta,Sim,3,5.6,0,22,Adiantado
OP-00383,12,Suporte,CNC-02,Tarde,1476,67.0,47.57,Alta,Sim,5,1.46,4,25,Adiantado
OP-00384,3,Engrenagem,CNC-01,Noite,1673,115.0,48.86,Alta,Sim,6,3.13,5,31,Adiantado
OP-00385,1,Eixo,Mandrilhadora-A,Tarde,3984,114.0,146.36,Urgente,Não,1,1.86,0,43,Atrasado
OP-00386,2,Flange,CNC-01,Tarde,1664,60.0,31.23,Urgente,Sim,6,4.87,5,18,Adiantado
OP-00387,1,Flange,Torno-03,Noite,4780,172.0,115.99,Urgente,Sim,6,7.57,3,28,No_Prazo
OP-00388,10,Suporte,Torno-03,Noite,1548,66.0,56.33,Média,Sim,5,0.72,3,9,No_Prazo
OP-00389,11,Eixo,Fresadora-01,Manhã,2646,148.0,30.23,Média,Não,1,4.21,1,17,Atrasado
OP-00390,2,Suporte,CNC-01,Manhã,2986,152.0,43.69,Baixa,Sim,6,5.93,1,12,No_Prazo
OP-00391,9,Suporte,CNC-01,Tarde,4154,31.0,88.65,Média,Sim,2,3.73,0,11,Atrasado
OP-00392,3,Eixo,Torno-03,Noite,3770,53.0,53.74,Alta,Sim,1,4.54,2,9,Atrasado
OP-00393,5,Eixo,Torno-03,Tarde,4344,51.0,50.31,Baixa,Sim,4,3.9,4,4,Atrasado
OP-00394,8,Flange,Fresadora-01,Manhã,4691,167.0,232.18,Urgente,Sim,1,4.98,0,15,Atrasado
OP-00395,9,Flange,Fresadora-01,Tarde,631,73.0,17.81,Média,Sim,4,1.01,1,5,No_Prazo
OP-00396,11,Engrenagem,CNC-01,Tarde,515,153.0,16.14,Baixa,Sim,1,4.6,4,18,No_Prazo
OP-00397,1,Flange,Mandrilhadora-A,Tarde,2273,94.0,45.91,Média,Sim,5,4.34,2,5,No_Prazo
OP-00398,3,Engrenagem,Torno-03,Noite,794,90.0,8.18,Baixa,Sim,1,1.86,0,20,No_Prazo
OP-00399,4,Flange,Mandrilhadora-A,Noite,2493,164.0,99.79,Baixa,Sim,5,4.51,5,37,No_Prazo
OP-00400,4,Carcaça,Mandrilhadora-A,Tarde,2969,88.0,115.64,Média,Sim,5,3.97,2,12,No_Prazo
OP-00401,12,Flange,CNC-01,Tarde,1418,138.0,69.34,Média,Sim,1,4.95,1,6,Atrasado
OP-00402,10,Suporte,Torno-03,Tarde,535,85.0,5.8,Alta,Sim,1,4.73,3,13,No_Prazo
OP-00403,4,Eixo,Torno-03,Tarde,4824,32.0,74.68,Média,Sim,6,3.53,0,21,No_Prazo
OP-00404,12,Carcaça,Torno-03,Tarde,1885,24.0,72.55,Alta,Sim,3,6.36,4,30,Adiantado
OP-00405,6,Carcaça,CNC-02,Tarde,4203,49.0,97.52,Alta,Sim,4,3.18,3,29,Adiantado
OP-00406,7,Carcaça,Torno-03,Tarde,3141,134.0,39.42,Baixa,Sim,2,4.06,5,3,Atrasado
OP-00407,6,Suporte,Torno-03,Tarde,3327,77.0,73.32,Baixa,Sim,3,3.7,1,42,Adiantado
OP-00408,2,Suporte,CNC-01,Manhã,3913,90.0,52.86,Alta,Sim,5,4.14,2,21,No_Prazo
OP-00409,12,Flange,CNC-02,Tarde,1362,32.0,59.25,Alta,Não,6,6.5,4,16,Atrasado
OP-00410,1,Carcaça,CNC-01,Tarde,1127,118.0,50.8,Baixa,Sim,5,5.82,1,42,Adiantado
OP-00411,3,Carcaça,Mandrilhadora-A,Manhã,4984,148.0,176.81,Alta,Sim,2,0.82,2,10,Atrasado
OP-00412,3,Flange,Fresadora-01,Manhã,3356,118.0,85.32,Média,Não,5,4.21,0,35,Atrasado
OP-00413,4,Engrenagem,CNC-02,Manhã,1496,177.0,60.96,Baixa,Sim,3,1.44,4,45,No_Prazo
OP-00414,2,Engrenagem,CNC-02,Noite,3247,18.0,114.5,Média,Sim,3,5.97,3,17,No_Prazo
OP-00415,1,Eixo,CNC-01,Noite,1998,18.0,83.28,Alta,Sim,2,7.9,0,21,No_Prazo
OP-00416,9,Engrenagem,CNC-02,Tarde,4305,98.0,131.03,Média,Sim,6,5.14,0,26,No_Prazo
OP-00417,12,Eixo,Mandrilhadora-A,Tarde,2565,59.0,123.98,Média,Sim,2,3.35,2,38,Adiantado
OP-00418,2,Engrenagem,CNC-01,Tarde,1603,128.0,34.63,Baixa,Sim,6,1.04,3,45,Adiantado
OP-00419,4,Carcaça,CNC-01,Tarde,3467,146.0,118.46,Baixa,Não,6,2.99,4,27,Atrasado
OP-00420,7,Engrenagem,Mandrilhadora-A,Noite,3762,32.0,159.22,Média,Não,4,4.44,2,33,Atrasado
OP-00421,12,Suporte,Torno-03,Manhã,1894,166.0,86.66,Média,Sim,1,7.11,4,39,No_Prazo
OP-00422,9,Eixo,CNC-01,Manhã,3772,20.0,180.57,Alta,Não,4,4.35,2,28,Atrasado
OP-00423,10,Engrenagem,Torno-03,Tarde,1209,129.0,31.19,Alta,Sim,1,7.88,3,36,No_Prazo
OP-00424,7,Suporte,Fresadora-01,Manhã,1234,78.0,46.86,Baixa,Não,3,3.27,1,27,Atrasado
OP-00425,6,Carcaça,CNC-02,Tarde,4141,125.0,89.48,Baixa,Sim,1,0.5,3,26,No_Prazo
OP-00426,3,Suporte,CNC-02,Noite,3124,31.0,112.39,Média,Sim,5,5.21,5,41,Adiantado
OP-00427,11,Carcaça,Fresadora-01,Manhã,223,170.0,3.87,Alta,Sim,3,2.14,1,18,Adiantado
OP-00428,10,Flange,Torno-03,Tarde,3392,170.0,91.1,Média,Sim,6,2.33,4,11,No_Prazo
OP-00429,1,Suporte,Mandrilhadora-A,Tarde,1564,101.0,73.21,Alta,Não,5,0.63,2,34,No_Prazo
OP-00430,9,Engrenagem,CNC-02,Noite,1408,99.0,59.75,Média,Sim,2,4.49,3,27,No_Prazo
OP-00431,2,Carcaça,CNC-02,Tarde,2149,120.0,64.17,Média,Sim,5,2.36,3,27,Adiantado
OP-00432,9,Suporte,CNC-01,Manhã,2286,111.0,36.29,Média,Não,2,7.96,2,18,Atrasado
OP-00433,10,Eixo,Fresadora-01,Tarde,4464,105.0,115.81,Alta,Sim,2,6.77,3,33,Atrasado
OP-00434,2,Eixo,Torno-03,Tarde,2207,112.0,34.31,Média,Sim,2,5.91,2,23,No_Prazo
OP-00435,6,Suporte,CNC-02,Noite,1518,157.0,19.34,Média,Não,5,3.15,0,31,Atrasado
OP-00436,2,Engrenagem,Fresadora-01,Tarde,3878,116.0,179.4,Média,Sim,6,1.04,2,4,No_Prazo
OP-00437,7,Carcaça,CNC-02,Manhã,2736,47.0,81.14,Urgente,Sim,6,5.52,2,43,Adiantado
OP-00438,12,Eixo,CNC-01,Noite,53,166.0,0.72,Média,Sim,4,0.67,5,37,Adiantado
OP-00439,1,Engrenagem,Torno-03,Tarde,3179,51.0,122.92,Alta,Sim,1,3.81,3,24,No_Prazo
OP-00440,5,Eixo,Torno-03,Manhã,2530,42.0,32.81,Urgente,Sim,6,0.9,2,10,Adiantado
OP-00441,12,Carcaça,Torno-03,Tarde,2894,180.0,74.8,Média,Sim,3,4.7,5,45,Adiantado
OP-00442,4,Eixo,Torno-03,Noite,962,50.0,18.48,Média,Sim,4,4.7,0,27,Adiantado
OP-00443,2,Flange,Mandrilhadora-A,Tarde,2417,32.0,40.09,Baixa,Sim,3,4.48,4,22,No_Prazo
OP-00444,6,Carcaça,CNC-02,Manhã,3251,108.0,101.89,Alta,Sim,2,5.86,5,42,No_Prazo
OP-00445,7,Engrenagem,CNC-02,Tarde,3400,151.0,131.88,Urgente,Sim,2,2.21,4,41,Adiantado
OP-00446,8,Suporte,Torno-03,Manhã,3417,25.0,100.76,Urgente,Sim,4,2.32,3,14,Adiantado
OP-00447,4,Eixo,CNC-01,Tarde,4988,96.0,213.65,Média,Sim,3,3.62,3,31,No_Prazo
OP-00448,12,Suporte,CNC-01,Tarde,2530,26.0,118.14,Urgente,Sim,1,5.77,0,17,No_Prazo
OP-00449,7,Engrenagem,Torno-03,Manhã,2178,86.0,92.1,Média,Sim,3,1.38,0,4,No_Prazo
OP-00450,4,Engrenagem,Torno-03,Manhã,2733,72.0,131.89,Alta,Não,3,7.14,0,20,Atrasado
OP-00451,12,Suporte,Fresadora-01,Noite,1678,38.0,79.14,Média,Sim,4,2.39,5,13,No_Prazo
OP-00452,12,Carcaça,CNC-01,Manhã,1609,169.0,69.67,Média,Sim,3,1.46,2,26,Adiantado
OP-00453,6,Carcaça,Mandrilhadora-A,Noite,3466,120.0,75.23,Alta,Sim,2,4.99,5,22,Atrasado
OP-00454,1,Suporte,Torno-03,Tarde,1600,154.0,27.16,Média,Sim,4,2.57,3,12,No_Prazo
OP-00455,8,Flange,CNC-01,Tarde,3757,164.0,146.83,Urgente,Sim,6,3.57,4,22,No_Prazo
OP-00456,7,Engrenagem,CNC-02,Manhã,3738,168.0,163.8,Média,Sim,3,0.96,5,34,No_Prazo
